type,client,tx,amount
withdrawal,71,74127,45
withdrawal,93,74128,38
deposit,48,74129,72
deposit,45,74130,62
withdrawal,43,74131,72
withdrawal,79,74132,47
withdrawal,17,74133,87
deposit,16,74134,88
deposit,5,74135,34
withdrawal,94,74136,62
deposit,27,74137,86
deposit,45,74138,52
withdrawal,75,74139,73
withdrawal,96,74140,82
deposit,37,74141,86
withdrawal,22,74142,75
deposit,52,74143,64
withdrawal,83,74144,52
withdrawal,11,74145,53
deposit,98,74146,43
deposit,16,74147,25
withdrawal,23,74148,11
withdrawal,56,74149,81
withdrawal,1,74150,22
withdrawal,76,74151,93
deposit,63,74152,97
deposit,92,74153,66
withdrawal,42,74154,8
withdrawal,47,74155,67
deposit,14,74156,77
deposit,22,74157,48
withdrawal,26,74158,23
deposit,35,74159,67
deposit,45,74160,89
withdrawal,14,74161,4
withdrawal,66,74162,38
deposit,58,74163,6
deposit,36,74164,43
withdrawal,100,74165,23
withdrawal,38,74166,82
withdrawal,0,74167,76
deposit,20,74168,88
withdrawal,72,74169,49
deposit,53,74170,85
withdrawal,9,74171,85
deposit,58,74172,0
deposit,41,74173,59
deposit,54,74174,52
deposit,80,74175,26
withdrawal,77,74176,31
deposit,4,74177,27
deposit,2,74178,58
withdrawal,1,74179,43
deposit,21,74180,66
withdrawal,67,74181,21
deposit,93,74182,62
deposit,45,74183,69
withdrawal,93,74184,91
deposit,25,74185,84
withdrawal,26,74186,40
deposit,51,74187,51
withdrawal,97,74188,6
deposit,85,74189,30
withdrawal,51,74190,56
withdrawal,9,74191,9
deposit,7,74192,96
deposit,82,74193,48
withdrawal,33,74194,46
withdrawal,36,74195,54
withdrawal,64,74196,83
withdrawal,90,74197,81
deposit,90,74198,9
deposit,25,74199,35
withdrawal,81,74200,71
withdrawal,66,74201,33
withdrawal,6,74202,91
deposit,36,74203,90
withdrawal,24,74204,74
withdrawal,93,74205,28
withdrawal,66,74206,9
deposit,10,74207,78
deposit,77,74208,12
withdrawal,61,74209,60
withdrawal,70,74210,13
deposit,75,74211,62
withdrawal,62,74212,65
withdrawal,10,74213,11
deposit,61,74214,25
withdrawal,98,74215,64
deposit,77,74216,40
deposit,71,74217,74
withdrawal,98,74218,32
deposit,40,74219,3
withdrawal,44,74220,97
withdrawal,95,74221,41
deposit,36,74222,74
deposit,97,74223,91
deposit,20,74224,26
withdrawal,43,74225,48
withdrawal,36,74226,14
deposit,56,74227,44
deposit,0,74228,21
withdrawal,31,74229,21
withdrawal,87,74230,93
deposit,72,74231,68
withdrawal,33,74232,34
deposit,84,74233,85
deposit,14,74234,66
withdrawal,2,74235,0
deposit,68,74236,50
deposit,7,74237,23
withdrawal,26,74238,15
withdrawal,28,74239,88
deposit,28,74240,49
deposit,78,74241,25
withdrawal,43,74242,74
deposit,99,74243,68
withdrawal,7,74244,64
withdrawal,62,74245,51
deposit,54,74246,27
deposit,49,74247,94
deposit,57,74248,4
withdrawal,80,74249,15
deposit,0,74250,70
deposit,39,74251,25
deposit,53,74252,99
withdrawal,64,74253,51
deposit,82,74254,25
withdrawal,75,74255,97
withdrawal,11,74256,43
withdrawal,64,74257,49
withdrawal,34,74258,28
deposit,57,74259,47
deposit,67,74260,15
withdrawal,24,74261,77
deposit,91,74262,72
deposit,87,74263,91
withdrawal,77,74264,65
withdrawal,64,74265,87
withdrawal,68,74266,68
deposit,49,74267,82
deposit,92,74268,50
deposit,19,74269,72
withdrawal,67,74270,16
deposit,11,74271,61
deposit,80,74272,81
deposit,19,74273,99
withdrawal,38,74274,100
withdrawal,6,74275,89
deposit,75,74276,72
withdrawal,23,74277,87
withdrawal,19,74278,29
withdrawal,65,74279,23
deposit,77,74280,10
withdrawal,60,74281,39
withdrawal,78,74282,53
withdrawal,78,74283,61
withdrawal,2,74284,34
deposit,43,74285,51
withdrawal,23,74286,24
deposit,2,74287,49
deposit,84,74288,84
withdrawal,3,74289,82
deposit,35,74290,0
withdrawal,18,74291,63
withdrawal,5,74292,32
deposit,92,74293,68
deposit,95,74294,64
withdrawal,36,74295,26
withdrawal,61,74296,57
withdrawal,9,74297,95
withdrawal,62,74298,22
deposit,100,74299,100
withdrawal,53,74300,76
deposit,20,74301,95
withdrawal,54,74302,32
withdrawal,27,74303,93
deposit,6,74304,53
withdrawal,0,74305,48
deposit,39,74306,40
withdrawal,95,74307,13
withdrawal,75,74308,67
withdrawal,56,74309,11
deposit,65,74310,46
withdrawal,99,74311,67
withdrawal,99,74312,42
withdrawal,86,74313,99
deposit,28,74314,6
deposit,73,74315,38
deposit,23,74316,79
withdrawal,80,74317,66
withdrawal,74,74318,68
withdrawal,41,74319,20
deposit,83,74320,42
withdrawal,3,74321,12
withdrawal,33,74322,43
deposit,17,74323,66
withdrawal,84,74324,38
deposit,82,74325,17
withdrawal,1,74326,69
deposit,48,74327,8
deposit,60,74328,36
withdrawal,73,74329,85
withdrawal,48,74330,47
deposit,64,74331,94
withdrawal,64,74332,97
withdrawal,92,74333,40
withdrawal,89,74334,20
deposit,73,74335,62
withdrawal,24,74336,10
deposit,88,74337,73
withdrawal,82,74338,24
withdrawal,36,74339,97
withdrawal,75,74340,19
withdrawal,81,74341,95
deposit,37,74342,29
withdrawal,97,74343,60
deposit,33,74344,73
deposit,74,74345,56
withdrawal,90,74346,81
withdrawal,29,74347,82
withdrawal,73,74348,46
withdrawal,21,74349,92
withdrawal,54,74350,6
deposit,55,74351,6
withdrawal,56,74352,70
deposit,86,74353,42
withdrawal,29,74354,77
withdrawal,48,74355,38
withdrawal,39,74356,48
withdrawal,94,74357,100
withdrawal,34,74358,23
withdrawal,69,74359,22
withdrawal,68,74360,90
withdrawal,63,74361,24
deposit,55,74362,42
deposit,4,74363,49
withdrawal,89,74364,8
withdrawal,14,74365,94
withdrawal,0,74366,46
withdrawal,9,74367,8
withdrawal,49,74368,39
withdrawal,94,74369,53
deposit,96,74370,67
deposit,14,74371,32
withdrawal,51,74372,33
withdrawal,25,74373,4
withdrawal,45,74374,26
deposit,12,74375,4
withdrawal,36,74376,53
deposit,15,74377,83
withdrawal,26,74378,69
deposit,70,74379,69
withdrawal,90,74380,71
withdrawal,60,74381,82
deposit,89,74382,74
withdrawal,0,74383,89
deposit,67,74384,91
deposit,97,74385,23
withdrawal,45,74386,9
deposit,74,74387,79
withdrawal,57,74388,69
deposit,40,74389,99
deposit,31,74390,17
withdrawal,48,74391,1
deposit,60,74392,23
withdrawal,64,74393,47
deposit,6,74394,2
withdrawal,47,74395,64
deposit,45,74396,17
deposit,6,74397,99
withdrawal,47,74398,11
withdrawal,57,74399,3
withdrawal,13,74400,45
withdrawal,85,74401,9
withdrawal,71,74402,18
withdrawal,75,74403,26
withdrawal,87,74404,95
deposit,11,74405,68
withdrawal,74,74406,75
withdrawal,57,74407,0
withdrawal,73,74408,70
withdrawal,32,74409,47
deposit,85,74410,97
withdrawal,91,74411,33
withdrawal,24,74412,34
withdrawal,92,74413,42
withdrawal,78,74414,74
withdrawal,61,74415,86
withdrawal,79,74416,16
withdrawal,75,74417,61
deposit,25,74418,65
deposit,16,74419,7
deposit,63,74420,67
deposit,15,74421,54
deposit,58,74422,10
deposit,18,74423,18
deposit,52,74424,100
deposit,39,74425,48
deposit,17,74426,82
deposit,3,74427,52
deposit,75,74428,51
withdrawal,14,74429,59
deposit,96,74430,50
withdrawal,2,74431,52
deposit,20,74432,49
deposit,97,74433,92
withdrawal,55,74434,12
withdrawal,8,74435,90
deposit,11,74436,35
deposit,93,74437,78
withdrawal,49,74438,60
deposit,48,74439,17
withdrawal,89,74440,68
withdrawal,3,74441,92
withdrawal,1,74442,29
withdrawal,88,74443,83
deposit,26,74444,10
withdrawal,63,74445,93
deposit,67,74446,32
withdrawal,68,74447,58
withdrawal,0,74448,30
withdrawal,81,74449,14
withdrawal,41,74450,7
withdrawal,75,74451,31
withdrawal,65,74452,57
deposit,16,74453,61
deposit,58,74454,47
deposit,11,74455,51
deposit,4,74456,43
deposit,36,74457,12
withdrawal,67,74458,44
deposit,19,74459,96
deposit,0,74460,41
deposit,17,74461,56
deposit,1,74462,10
withdrawal,40,74463,10
withdrawal,15,74464,61
withdrawal,31,74465,75
deposit,51,74466,57
deposit,11,74467,89
deposit,87,74468,74
deposit,58,74469,46
deposit,69,74470,99
deposit,80,74471,20
withdrawal,62,74472,92
withdrawal,77,74473,12
withdrawal,83,74474,83
withdrawal,31,74475,61
withdrawal,81,74476,92
deposit,27,74477,53
withdrawal,48,74478,37
deposit,14,74479,26
deposit,58,74480,52
withdrawal,2,74481,85
withdrawal,56,74482,52
withdrawal,3,74483,26
withdrawal,84,74484,7
withdrawal,48,74485,97
withdrawal,98,74486,16
deposit,45,74487,49
deposit,23,74488,49
withdrawal,63,74489,99
withdrawal,37,74490,42
deposit,56,74491,38
deposit,8,74492,4
withdrawal,42,74493,42
withdrawal,16,74494,45
deposit,74,74495,62
withdrawal,66,74496,36
withdrawal,44,74497,42
deposit,82,74498,89
withdrawal,68,74499,45
withdrawal,90,74500,33
withdrawal,18,74501,47
deposit,8,74502,10
deposit,55,74503,85
deposit,96,74504,14
deposit,49,74505,2
deposit,20,74506,37
deposit,75,74507,92
withdrawal,3,74508,67
deposit,53,74509,24
deposit,36,74510,4
deposit,85,74511,10
deposit,42,74512,8
deposit,69,74513,28
withdrawal,83,74514,76
deposit,62,74515,21
deposit,44,74516,23
withdrawal,15,74517,47
withdrawal,12,74518,89
deposit,33,74519,98
deposit,31,74520,98
deposit,9,74521,20
withdrawal,7,74522,44
withdrawal,73,74523,7
withdrawal,84,74524,58
deposit,53,74525,65
withdrawal,79,74526,52
deposit,53,74527,31
withdrawal,3,74528,64
withdrawal,73,74529,67
withdrawal,84,74530,22
withdrawal,65,74531,60
deposit,73,74532,55
withdrawal,25,74533,12
deposit,79,74534,36
withdrawal,65,74535,75
withdrawal,0,74536,57
withdrawal,96,74537,61
withdrawal,86,74538,3
withdrawal,88,74539,52
deposit,12,74540,87
deposit,29,74541,84
withdrawal,46,74542,64
deposit,63,74543,4
withdrawal,23,74544,56
withdrawal,37,74545,80
withdrawal,38,74546,19
deposit,64,74547,18
deposit,99,74548,63
deposit,25,74549,28
deposit,68,74550,6
deposit,32,74551,39
withdrawal,61,74552,11
deposit,1,74553,68
deposit,93,74554,92
withdrawal,8,74555,78
deposit,75,74556,13
deposit,68,74557,78
deposit,74,74558,100
deposit,100,74559,84
withdrawal,60,74560,28
withdrawal,69,74561,42
withdrawal,17,74562,90
deposit,75,74563,33
withdrawal,69,74564,36
deposit,20,74565,11
withdrawal,40,74566,8
deposit,97,74567,1
withdrawal,19,74568,23
withdrawal,87,74569,42
withdrawal,36,74570,4
deposit,43,74571,98
deposit,35,74572,83
withdrawal,24,74573,60
withdrawal,69,74574,62
deposit,84,74575,26
withdrawal,50,74576,52
withdrawal,55,74577,59
withdrawal,90,74578,95
withdrawal,22,74579,5
deposit,53,74580,2
deposit,62,74581,37
withdrawal,35,74582,56
withdrawal,41,74583,71
deposit,9,74584,96
deposit,53,74585,60
deposit,87,74586,51
deposit,46,74587,80
withdrawal,4,74588,14
withdrawal,79,74589,11
withdrawal,93,74590,53
deposit,6,74591,63
deposit,1,74592,78
deposit,48,74593,50
withdrawal,38,74594,50
deposit,67,74595,90
withdrawal,29,74596,2
withdrawal,92,74597,94
deposit,67,74598,59
deposit,63,74599,68
deposit,98,74600,67
withdrawal,9,74601,68
withdrawal,98,74602,6
withdrawal,45,74603,61
withdrawal,1,74604,31
deposit,44,74605,16
withdrawal,13,74606,26
withdrawal,68,74607,65
withdrawal,24,74608,96
deposit,71,74609,87
withdrawal,48,74610,82
withdrawal,90,74611,41
deposit,49,74612,21
withdrawal,38,74613,38
deposit,23,74614,21
withdrawal,39,74615,65
withdrawal,30,74616,75
deposit,32,74617,14
deposit,11,74618,54
withdrawal,38,74619,33
withdrawal,69,74620,84
withdrawal,74,74621,69
withdrawal,100,74622,6
withdrawal,31,74623,61
deposit,0,74624,75
withdrawal,36,74625,28
withdrawal,91,74626,30
deposit,9,74627,61
deposit,67,74628,80
deposit,14,74629,93
withdrawal,41,74630,47
deposit,90,74631,64
deposit,98,74632,90
deposit,19,74633,22
deposit,39,74634,74
withdrawal,47,74635,67
deposit,15,74636,42
withdrawal,67,74637,82
withdrawal,37,74638,59
deposit,5,74639,45
deposit,88,74640,21
withdrawal,63,74641,67
deposit,49,74642,48
deposit,38,74643,89
withdrawal,77,74644,61
withdrawal,90,74645,67
withdrawal,85,74646,39
deposit,85,74647,39
withdrawal,92,74648,54
deposit,49,74649,28
deposit,72,74650,54
deposit,66,74651,76
deposit,34,74652,49
withdrawal,29,74653,40
withdrawal,25,74654,73
deposit,86,74655,64
withdrawal,85,74656,42
deposit,69,74657,47
deposit,35,74658,65
withdrawal,85,74659,88
deposit,16,74660,94
deposit,41,74661,31
deposit,30,74662,78
deposit,54,74663,65
deposit,75,74664,15
withdrawal,76,74665,45
withdrawal,6,74666,17
deposit,83,74667,24
withdrawal,60,74668,42
withdrawal,29,74669,92
deposit,59,74670,0
withdrawal,44,74671,88
deposit,27,74672,68
deposit,35,74673,48
withdrawal,71,74674,94
withdrawal,24,74675,89
deposit,17,74676,13
withdrawal,17,74677,23
withdrawal,13,74678,29
deposit,61,74679,51
deposit,33,74680,81
deposit,3,74681,54
withdrawal,59,74682,51
withdrawal,59,74683,15
deposit,83,74684,46
deposit,21,74685,82
withdrawal,65,74686,77
withdrawal,8,74687,63
deposit,16,74688,89
deposit,50,74689,93
withdrawal,37,74690,65
withdrawal,77,74691,82
withdrawal,39,74692,72
deposit,44,74693,55
withdrawal,88,74694,33
withdrawal,1,74695,48
withdrawal,40,74696,75
deposit,35,74697,33
withdrawal,74,74698,67
withdrawal,58,74699,32
deposit,95,74700,99
withdrawal,95,74701,87
withdrawal,33,74702,0
withdrawal,80,74703,30
withdrawal,1,74704,31
withdrawal,76,74705,27
deposit,57,74706,79
withdrawal,12,74707,48
deposit,46,74708,44
withdrawal,68,74709,38
deposit,49,74710,31
deposit,76,74711,91
deposit,29,74712,98
deposit,61,74713,48
withdrawal,82,74714,6
deposit,40,74715,61
withdrawal,38,74716,32
withdrawal,2,74717,37
withdrawal,14,74718,54
deposit,98,74719,74
deposit,87,74720,44
withdrawal,56,74721,11
deposit,16,74722,40
withdrawal,5,74723,39
withdrawal,46,74724,99
withdrawal,25,74725,56
withdrawal,60,74726,26
deposit,95,74727,52
deposit,68,74728,78
deposit,91,74729,0
deposit,47,74730,17
withdrawal,88,74731,66
withdrawal,72,74732,46
deposit,39,74733,21
withdrawal,14,74734,95
deposit,0,74735,62
withdrawal,41,74736,79
deposit,85,74737,46
withdrawal,24,74738,89
withdrawal,63,74739,39
deposit,84,74740,66
deposit,92,74741,77
withdrawal,54,74742,94
deposit,64,74743,61
deposit,0,74744,12
withdrawal,29,74745,22
withdrawal,39,74746,92
deposit,28,74747,8
withdrawal,18,74748,60
deposit,64,74749,77
withdrawal,5,74750,84
withdrawal,79,74751,47
withdrawal,25,74752,28
deposit,63,74753,94
deposit,44,74754,50
withdrawal,89,74755,38
withdrawal,31,74756,37
deposit,37,74757,14
withdrawal,18,74758,8
withdrawal,69,74759,18
deposit,45,74760,19
withdrawal,18,74761,6
deposit,90,74762,26
withdrawal,20,74763,99
deposit,76,74764,50
withdrawal,30,74765,74
withdrawal,78,74766,96
withdrawal,1,74767,87
withdrawal,37,74768,45
withdrawal,27,74769,9
deposit,13,74770,61
deposit,35,74771,78
withdrawal,3,74772,16
deposit,0,74773,67
deposit,84,74774,0
deposit,89,74775,6
withdrawal,79,74776,40
deposit,72,74777,53
withdrawal,63,74778,37
deposit,64,74779,9
deposit,13,74780,24
deposit,80,74781,12
withdrawal,23,74782,67
deposit,41,74783,97
deposit,30,74784,100
deposit,8,74785,85
withdrawal,63,74786,52
deposit,27,74787,71
withdrawal,24,74788,31
deposit,93,74789,95
deposit,55,74790,20
deposit,17,74791,87
deposit,17,74792,77
withdrawal,98,74793,57
deposit,42,74794,25
deposit,82,74795,4
withdrawal,10,74796,0
deposit,100,74797,84
deposit,40,74798,78
withdrawal,7,74799,99
withdrawal,4,74800,41
deposit,83,74801,57
deposit,83,74802,17
deposit,12,74803,2
withdrawal,77,74804,93
deposit,66,74805,9
deposit,23,74806,9
deposit,71,74807,23
deposit,15,74808,19
deposit,2,74809,72
deposit,14,74810,56
deposit,89,74811,33
withdrawal,56,74812,57
deposit,59,74813,58
deposit,19,74814,38
withdrawal,30,74815,50
withdrawal,33,74816,78
withdrawal,23,74817,63
deposit,62,74818,6
deposit,94,74819,29
deposit,83,74820,95
withdrawal,14,74821,29
deposit,85,74822,67
deposit,72,74823,48
withdrawal,16,74824,86
deposit,82,74825,71
withdrawal,41,74826,85
withdrawal,72,74827,75
deposit,83,74828,18
withdrawal,76,74829,10
deposit,67,74830,93
deposit,44,74831,57
withdrawal,39,74832,91
deposit,6,74833,90
withdrawal,1,74834,72
deposit,84,74835,96
withdrawal,64,74836,97
withdrawal,76,74837,92
withdrawal,90,74838,77
withdrawal,46,74839,95
deposit,42,74840,17
withdrawal,7,74841,17
deposit,19,74842,89
withdrawal,54,74843,73
withdrawal,51,74844,51
deposit,93,74845,2
withdrawal,90,74846,6
withdrawal,16,74847,90
deposit,68,74848,3
deposit,87,74849,57
withdrawal,85,74850,22
deposit,42,74851,4
deposit,68,74852,53
withdrawal,17,74853,65
deposit,63,74854,9
deposit,8,74855,11
withdrawal,68,74856,69
deposit,78,74857,63
withdrawal,54,74858,36
withdrawal,87,74859,82
withdrawal,90,74860,79
withdrawal,77,74861,77
withdrawal,81,74862,42
deposit,96,74863,6
deposit,35,74864,23
withdrawal,84,74865,86
deposit,9,74866,76
deposit,87,74867,87
withdrawal,52,74868,91
withdrawal,74,74869,38
deposit,56,74870,53
deposit,59,74871,67
withdrawal,85,74872,33
withdrawal,64,74873,38
withdrawal,7,74874,34
withdrawal,88,74875,95
withdrawal,60,74876,7
deposit,20,74877,34
deposit,47,74878,69
withdrawal,15,74879,43
deposit,98,74880,29
deposit,52,74881,41
withdrawal,90,74882,45
withdrawal,44,74883,59
deposit,82,74884,56
withdrawal,72,74885,49
deposit,87,74886,17
withdrawal,19,74887,21
deposit,4,74888,25
withdrawal,71,74889,11
deposit,28,74890,48
deposit,57,74891,15
withdrawal,1,74892,55
withdrawal,53,74893,10
withdrawal,61,74894,36
deposit,9,74895,21
deposit,71,74896,83
withdrawal,67,74897,57
withdrawal,24,74898,34
withdrawal,9,74899,70
withdrawal,88,74900,17
withdrawal,1,74901,90
withdrawal,16,74902,40
deposit,50,74903,86
deposit,90,74904,24
withdrawal,38,74905,52
deposit,74,74906,81
deposit,99,74907,57
withdrawal,18,74908,33
withdrawal,99,74909,34
withdrawal,29,74910,44
deposit,6,74911,92
withdrawal,40,74912,77
deposit,43,74913,85
withdrawal,53,74914,14
deposit,66,74915,14
deposit,37,74916,46
deposit,25,74917,54
withdrawal,95,74918,84
deposit,4,74919,37
deposit,94,74920,51
withdrawal,5,74921,96
withdrawal,19,74922,85
deposit,0,74923,22
withdrawal,25,74924,7
deposit,41,74925,59
withdrawal,75,74926,49
deposit,58,74927,1
withdrawal,1,74928,40
withdrawal,75,74929,72
withdrawal,91,74930,19
deposit,67,74931,88
withdrawal,94,74932,65
deposit,13,74933,34
deposit,42,74934,6
deposit,5,74935,95
deposit,66,74936,40
withdrawal,49,74937,89
withdrawal,42,74938,72
withdrawal,83,74939,88
withdrawal,84,74940,32
deposit,0,74941,13
withdrawal,74,74942,24
deposit,100,74943,76
withdrawal,9,74944,11
withdrawal,70,74945,92
withdrawal,70,74946,84
withdrawal,40,74947,76
withdrawal,93,74948,40
deposit,51,74949,17
deposit,53,74950,90
deposit,20,74951,32
deposit,94,74952,89
deposit,32,74953,81
deposit,34,74954,87
withdrawal,62,74955,59
deposit,38,74956,90
withdrawal,36,74957,77
withdrawal,33,74958,93
withdrawal,55,74959,57
withdrawal,58,74960,36
withdrawal,9,74961,50
withdrawal,59,74962,63
deposit,95,74963,73
withdrawal,23,74964,24
deposit,22,74965,23
withdrawal,85,74966,76
withdrawal,91,74967,60
withdrawal,95,74968,75
deposit,94,74969,78
deposit,98,74970,70
withdrawal,5,74971,49
withdrawal,61,74972,83
withdrawal,36,74973,84
withdrawal,26,74974,40
withdrawal,62,74975,81
deposit,16,74976,52
withdrawal,58,74977,6
withdrawal,98,74978,74
deposit,36,74979,7
withdrawal,70,74980,71
withdrawal,62,74981,87
deposit,44,74982,16
deposit,53,74983,79
withdrawal,74,74984,78
withdrawal,73,74985,4
withdrawal,58,74986,55
deposit,96,74987,78
deposit,27,74988,8
deposit,60,74989,15
withdrawal,92,74990,87
deposit,75,74991,17
withdrawal,10,74992,71
deposit,28,74993,86
withdrawal,74,74994,25
withdrawal,64,74995,10
deposit,60,74996,52
deposit,85,74997,97
deposit,24,74998,89
withdrawal,71,74999,30
deposit,81,75000,28
withdrawal,67,75001,99
withdrawal,61,75002,83
deposit,35,75003,66
withdrawal,40,75004,48
deposit,14,75005,93
withdrawal,27,75006,13
deposit,25,75007,55
withdrawal,8,75008,2
deposit,24,75009,23
withdrawal,57,75010,82
withdrawal,81,75011,46
withdrawal,29,75012,84
deposit,15,75013,90
deposit,82,75014,84
withdrawal,6,75015,90
withdrawal,60,75016,46
withdrawal,69,75017,4
withdrawal,40,75018,17
deposit,22,75019,14
withdrawal,46,75020,38
deposit,45,75021,74
withdrawal,68,75022,33
withdrawal,83,75023,60
withdrawal,83,75024,98
withdrawal,77,75025,80
deposit,77,75026,41
deposit,93,75027,9
withdrawal,58,75028,67
withdrawal,25,75029,29
withdrawal,38,75030,91
deposit,41,75031,9
deposit,91,75032,67
withdrawal,9,75033,44
deposit,56,75034,96
withdrawal,89,75035,30
deposit,42,75036,63
withdrawal,93,75037,34
withdrawal,60,75038,30
deposit,8,75039,81
withdrawal,63,75040,66
withdrawal,41,75041,36
deposit,99,75042,59
withdrawal,58,75043,72
withdrawal,29,75044,80
deposit,48,75045,19
withdrawal,94,75046,29
deposit,76,75047,98
deposit,46,75048,57
deposit,68,75049,51
deposit,8,75050,52
withdrawal,69,75051,76
deposit,31,75052,24
withdrawal,11,75053,15
deposit,88,75054,94
deposit,34,75055,75
deposit,31,75056,69
deposit,15,75057,15
deposit,95,75058,59
deposit,99,75059,36
deposit,86,75060,94
deposit,63,75061,99
withdrawal,92,75062,71
deposit,95,75063,64
deposit,34,75064,55
deposit,24,75065,4
withdrawal,18,75066,55
deposit,81,75067,5
deposit,21,75068,32
withdrawal,12,75069,54
withdrawal,91,75070,23
deposit,15,75071,85
deposit,70,75072,15
deposit,78,75073,57
withdrawal,97,75074,42
deposit,51,75075,43
deposit,48,75076,12
withdrawal,11,75077,0
deposit,34,75078,17
deposit,18,75079,55
deposit,39,75080,12
deposit,64,75081,50
deposit,97,75082,83
deposit,69,75083,24
withdrawal,37,75084,40
withdrawal,32,75085,77
deposit,76,75086,73
withdrawal,73,75087,95
deposit,50,75088,74
deposit,37,75089,45
deposit,16,75090,8
withdrawal,52,75091,2
deposit,22,75092,34
withdrawal,87,75093,2
deposit,12,75094,29
withdrawal,98,75095,78
deposit,7,75096,88
withdrawal,22,75097,3
deposit,17,75098,56
withdrawal,67,75099,74
deposit,68,75100,78
withdrawal,33,75101,47
withdrawal,35,75102,86
deposit,24,75103,55
withdrawal,19,75104,17
withdrawal,69,75105,90
withdrawal,86,75106,45
deposit,41,75107,76
deposit,52,75108,0
withdrawal,73,75109,44
deposit,95,75110,21
withdrawal,20,75111,19
withdrawal,48,75112,22
withdrawal,77,75113,99
withdrawal,67,75114,32
withdrawal,95,75115,42
deposit,27,75116,12
withdrawal,61,75117,75
deposit,67,75118,95
withdrawal,55,75119,23
withdrawal,58,75120,51
deposit,16,75121,77
deposit,41,75122,8
deposit,32,75123,92
deposit,60,75124,30
withdrawal,12,75125,4
deposit,34,75126,12
withdrawal,41,75127,14
withdrawal,35,75128,37
withdrawal,33,75129,43
deposit,55,75130,98
deposit,78,75131,50
deposit,36,75132,6
deposit,86,75133,64
withdrawal,82,75134,27
deposit,95,75135,80
deposit,75,75136,66
withdrawal,41,75137,56
withdrawal,77,75138,24
deposit,47,75139,81
deposit,23,75140,23
withdrawal,7,75141,34
deposit,65,75142,9
deposit,46,75143,71
deposit,21,75144,87
withdrawal,56,75145,2
deposit,96,75146,52
withdrawal,58,75147,96
deposit,96,75148,49
deposit,14,75149,24
withdrawal,50,75150,84
withdrawal,92,75151,69
deposit,13,75152,40
withdrawal,72,75153,30
withdrawal,28,75154,71
withdrawal,12,75155,100
withdrawal,31,75156,13
deposit,0,75157,52
withdrawal,100,75158,81
deposit,9,75159,14
withdrawal,87,75160,52
deposit,36,75161,70
withdrawal,48,75162,68
withdrawal,28,75163,39
withdrawal,84,75164,29
withdrawal,52,75165,30
deposit,95,75166,99
deposit,20,75167,37
withdrawal,57,75168,15
deposit,87,75169,79
deposit,44,75170,86
deposit,73,75171,64
deposit,26,75172,16
withdrawal,51,75173,98
withdrawal,40,75174,19
withdrawal,24,75175,17
withdrawal,40,75176,41
withdrawal,0,75177,69
withdrawal,34,75178,72
withdrawal,67,75179,67
withdrawal,55,75180,88
withdrawal,67,75181,79
withdrawal,23,75182,22
deposit,13,75183,48
deposit,28,75184,46
withdrawal,81,75185,79
deposit,89,75186,90
deposit,89,75187,23
deposit,45,75188,61
withdrawal,51,75189,61
deposit,31,75190,100
deposit,43,75191,0
withdrawal,31,75192,2
withdrawal,19,75193,53
deposit,76,75194,97
withdrawal,5,75195,46
deposit,8,75196,100
withdrawal,18,75197,32
withdrawal,18,75198,68
withdrawal,89,75199,52
deposit,36,75200,27
withdrawal,1,75201,49
withdrawal,38,75202,91
deposit,85,75203,45
deposit,94,75204,7
deposit,12,75205,42
deposit,21,75206,22
withdrawal,35,75207,85
withdrawal,85,75208,26
deposit,56,75209,33
withdrawal,49,75210,65
deposit,16,75211,88
deposit,48,75212,79
withdrawal,73,75213,45
deposit,42,75214,85
deposit,38,75215,23
withdrawal,41,75216,24
deposit,80,75217,94
withdrawal,1,75218,8
withdrawal,85,75219,83
withdrawal,20,75220,80
withdrawal,31,75221,80
deposit,21,75222,97
deposit,89,75223,39
withdrawal,12,75224,8
withdrawal,11,75225,60
withdrawal,89,75226,67
deposit,51,75227,67
withdrawal,39,75228,63
withdrawal,84,75229,86
withdrawal,99,75230,20
deposit,52,75231,68
deposit,35,75232,42
deposit,67,75233,76
deposit,83,75234,84
deposit,24,75235,86
deposit,15,75236,59
deposit,72,75237,19
withdrawal,59,75238,90
deposit,32,75239,75
deposit,12,75240,76
deposit,94,75241,51
deposit,97,75242,6
deposit,87,75243,96
deposit,39,75244,90
withdrawal,35,75245,12
deposit,17,75246,33
withdrawal,49,75247,100
withdrawal,73,75248,68
withdrawal,45,75249,79
deposit,51,75250,71
withdrawal,11,75251,59
withdrawal,79,75252,67
withdrawal,48,75253,16
withdrawal,90,75254,7
withdrawal,20,75255,65
withdrawal,13,75256,97
deposit,71,75257,70
withdrawal,91,75258,20
withdrawal,14,75259,37
deposit,24,75260,89
deposit,56,75261,1
withdrawal,58,75262,64
withdrawal,53,75263,33
withdrawal,28,75264,98
withdrawal,16,75265,3
withdrawal,14,75266,29
deposit,69,75267,16
withdrawal,30,75268,58
deposit,84,75269,63
withdrawal,40,75270,74
withdrawal,87,75271,41
withdrawal,2,75272,10
deposit,17,75273,25
deposit,6,75274,40
withdrawal,39,75275,18
withdrawal,10,75276,78
deposit,45,75277,10
withdrawal,43,75278,25
withdrawal,94,75279,9
deposit,97,75280,86
withdrawal,29,75281,77
deposit,90,75282,16
deposit,8,75283,5
deposit,8,75284,64
withdrawal,55,75285,17
deposit,52,75286,89
deposit,62,75287,57
